Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,text,line,word,mask,annotation
549,P522486.12.4,%akk-x-neoass:{GIŠ}IG.MEŠ-šu₂=,{giš}IG.MEŠ-šu₂,"['𒄑', '𒅅', '𒈨𒌍', '𒋙']",𒄑𒅅𒈨𒌍𒋙,{GIŠ}IG.MEŠ-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,P522486,12,4,,object sold
550,P522486.13.1,%akk-x-neoass:MI₂=,MI₂,['𒊩'],𒊩,MI₂,['complete'],0.0,P522486,13,1,,object sold
551,P522486.13.2,%akk-x-neoass:an-ni-tu₂=,an-ni-tu₂,"['𒀭', '𒉌', '𒌓']",𒀭𒉌𒌓,an-ni-tu₂,"['complete', 'complete', 'complete']",0.0,P522486,13,2,,object sold
552,P522486.13.3,%akk-x-neoass:HA.LA=,HA.LA,"['𒄩', '𒆷']",𒄩𒆷,HA.LA,"['complete', 'complete']",0.0,P522486,13,3,,object sold
553,P522486.14.1,%akk-x-neoass:ša₂=,ša₂,['𒃻'],𒃻,ša₂,['complete'],0.0,P522486,14,1,,object sold
554,P522486.14.2,%akk-x-neoass:{m}aš-šur-KUR-LAL=,{m}aš-šur-KUR-LAL,"['𒁹', '𒀸', '𒋩', '𒆳', '𒇲']",𒁹𒀸𒋩𒆳𒇲,{m}aš-šur-KUR-LAL,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522486,14,2,,object sold
555,P522486.15.1,%akk-x-neoass:E₂=,E₂,['𒂍'],𒂍,E₂,['complete'],0.0,P522486,15,1,,other clauses
556,P522486.15.2,%akk-x-neoass:MI₂=,MI₂,['𒊩'],𒊩,MI₂,['complete'],0.0,P522486,15,2,,other clauses
557,P522486.15.3,%akk-x-neoass:HA.LA=,HA.LA,"['𒄩', '𒆷']",𒄩𒆷,HA.LA,"['complete', 'complete']",0.0,P522486,15,3,,other clauses
558,P522486.16.1,%akk-x-neoass:u₂-ṭu-ru=,u₂-ṭu-ru,"['𒌑', '𒂅', '𒊒']",𒌑𒂅𒊒,u₂-ṭu-ru,"['complete', 'complete', 'complete']",0.0,P522486,16,1,,other clauses
559,P522486.16.2,%akk-x-neoass:mam₂-ma=,mam₂-ma,"['𒊩', '𒈠']",𒊩𒈠,mam₂-ma,"['complete', 'complete']",0.0,P522486,16,2,,other clauses
560,P522486.17.1,%akk-x-neoass:TA=,TA,['𒋫'],𒋫,TA,['complete'],0.0,P522486,17,1,,other clauses
561,P522486.17.2,%akk-x-neoass:mam₂-ma=,mam₂-ma,"['𒊩', '𒈠']",𒊩𒈠,mam₂-ma,"['complete', 'complete']",0.0,P522486,17,2,,other clauses
562,P522486.17.3,%akk-x-neoass:la=,la,['𒆷'],𒆷,la,['complete'],0.0,P522486,17,3,,other clauses
563,P522486.17.4,%akk-x-neoass:DUG₄.DUG₄=,DUG₄.DUG₄,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,P522486,17,4,,other clauses
564,P522486.19.1,%akk-x-neoass:{m}aš-šur-KUR-LAL=,{m}aš-šur-KUR-LAL,"['𒁹', '𒀸', '𒋩', '𒆳', '𒇲']",𒁹𒀸𒋩𒆳𒇲,{m}aš-šur-KUR-LAL,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522486,19,1,,other clauses
565,P522486.19.2,%akk-x-neoass:bi-lat=,bi-lat,"['𒁉', '𒆳']",𒁉𒆳,bi-lat,"['complete', 'complete']",0.0,P522486,19,2,,other clauses
566,P522486.19.3,%akk-x-neoass:ib=,ib,['𒅁'],𒅁,ib,['complete'],0.0,P522486,19,3,,other clauses
567,P522486.19.4,%akk-x-neoass:nu=,nu,['𒉡'],𒉡,nu,['complete'],0.0,P522486,19,4,,other clauses
568,P522486.20.1,%akk-x-neoass:{m}aš-šur-BAD₃=,{m}aš-šur-BAD₃,"['𒁹', '𒀸', '𒋩', '𒂦']",𒁹𒀸𒋩𒂦,{m}aš-šur-BAD₃,"['complete', 'complete', 'complete', 'complete']",0.0,P522486,20,1,,other clauses
569,P522486.20.2,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522486,20,2,,other clauses
570,P522486.20.3,%akk-x-neoass:ŠA₃-bi=,ŠA₃-bi,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,P522486,20,3,,other clauses
571,P522486.20.4,%akk-x-neoass:la=,la,['𒆷'],𒆷,la,['complete'],0.0,P522486,20,4,,other clauses
572,P522486.20.5,%akk-x-neoass:qur-bu=,qur-bu,"['𒄥', '𒁍']",𒄥𒁍,qur-bu,"['complete', 'complete']",0.0,P522486,20,5,,other clauses
573,P522486.21.1,%akk-x-neoass:man-nu=,man-nu,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,P522486,21,1,,penalties for litigation: contravention
574,P522486.21.2,%akk-x-neoass:ša₂=,ša₂,['𒃻'],𒃻,ša₂,['complete'],0.0,P522486,21,2,,penalties for litigation: contravention
575,P522486.21.3,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522486,21,3,,penalties for litigation: contravention
576,P522486.21.4,%akk-x-neoass:ur-kiš=,ur-kiš,"['𒌨', '𒆧']",𒌨𒆧,ur-kiš,"['complete', 'complete']",0.0,P522486,21,4,,penalties for litigation: contravention
577,P522486.21.5,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522486,21,5,,penalties for litigation: contravention
578,P522486.21.6,%akk-x-neoass:ma-te-me=,ma-te-me,"['𒈠', '𒋼', '𒈨']",𒈠𒋼𒈨,ma-te-me,"['complete', 'complete', 'complete']",0.0,P522486,21,6,,penalties for litigation: contravention
579,P522486.22.1,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522486,22,1,,penalties for litigation: contravention
580,P522486.22.2,%akk-x-neoass:{m}aš-šur-BAD₃=,{m}[aš-šur]-BAD₃,"['𒁹', '𒀸', '𒋩', '𒂦']",𒁹𒀸𒋩𒂦,{m}[aš-šur]-BAD₃,"['complete', 'missing', 'missing', 'complete']",0.5,P522486,22,2,,penalties for litigation: contravention
581,P522486.22.3,%akk-x-neoass:{m}IGI-x-aš-šur=,{m}IGI-x-aš-šur,"['𒁹', '𒅆', 'X', '𒀸', '𒋩']",𒁹𒅆X𒀸𒋩,{m}IGI-x-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522486,22,3,,penalties for litigation: contravention
582,P522486.23.1,%akk-x-neoass:{m}aš-šur-x=,{m}aš-šur-⸢x⸣,"['𒁹', '𒀸', '𒋩', 'X']",𒁹𒀸𒋩X,{m}aš-šur-⸢x⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,P522486,23,1,,penalties for litigation: contravention
583,P522486.23.2,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,P522486,23,2,,penalties for litigation: contravention
584,P522486.23.3,%akk-x-neoass:x+x-a-ni=,x]+x-a-ni,"['X', 'X', '𒀀', '𒉌']",XX𒀀𒉌,[x]+x-a-ni,"['missing', 'complete', 'complete', 'complete']",0.25,P522486,23,3,,penalties for litigation: contravention
585,P522486.24.1,%akk-x-neoass:DUMU.MEŠ-šu₂-nu=,DUMU.MEŠ-šu₂-[nu,"['𒌉', '𒈨𒌍', '𒋙', '𒉡']",𒌉𒈨𒌍𒋙𒉡,DUMU.MEŠ-šu₂-[nu],"['complete', 'complete', 'complete', 'missing']",0.25,P522486,24,1,,penalties for litigation: contravention
586,P522486.24.2,%akk-x-neoass:DUMU-DUMU.MEŠ-šu₂-nu=,DUMU]-⸢DUMU.MEŠ-šu₂⸣-nu,"['𒌉', '𒌉', '𒈨𒌍', '𒋙', '𒉡']",𒌉𒌉𒈨𒌍𒋙𒉡,[DUMU]-⸢DUMU⸣.⸢MEŠ-šu₂⸣-nu,"['missing', 'damaged', 'damaged', 'damaged', 'complete']",0.5,P522486,24,2,,penalties for litigation: contravention
587,P522486.25.1,%akk-x-neoass:x=,⸢x⸣,['X'],X,⸢x⸣,['damaged'],0.5,P522486,25,1,,penalties for litigation: contravention
588,P522486.25.2,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,P522486,25,2,,penalties for litigation: contravention
589,P522486.25.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522486,25,3,,penalties for litigation: contravention
590,P522486.25.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522486,25,4,,penalties for litigation: contravention
591,P522486.25.5,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,P522486,25,5,,penalties for litigation: contravention
592,P522486.25.6,%akk-x-neoass:NIN.MEŠ-šu₂=,NIN.MEŠ-šu₂,"['𒊩𒌆', '𒈨𒌍', '𒋙']",𒊩𒌆𒈨𒌍𒋙,NIN.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,P522486,25,6,,penalties for litigation: contravention
593,P522486.26.1,%akk-x-neoass:DUMU.MEŠ-šu₂=,DUMU.MEŠ-šu₂,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,DUMU.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,P522486,26,1,,penalties for litigation: contravention
594,P522486.26.2,%akk-x-neoass:DUMU-DUMU.MEŠ-šu₂=,DUMU-DUMU.MEŠ-šu₂,"['𒌉', '𒌉', '𒈨𒌍', '𒋙']",𒌉𒌉𒈨𒌍𒋙,DUMU-DUMU.MEŠ-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,P522486,26,2,,penalties for litigation: contravention
595,P522486.27.1,%akk-x-neoass:ub-ta-u-ni=,ub-ta-u-ni,"['𒌒', '𒋫', '𒌋', '𒉌']",𒌒𒋫𒌋𒉌,ub-ta-u-ni,"['complete', 'complete', 'complete', 'complete']",0.0,P522486,27,1,,penalties for litigation: contravention
596,P522486.27.2,%akk-x-neoass:aš-šur=,aš-šur,"['𒀸', '𒋩']",𒀸𒋩,aš-šur,"['complete', 'complete']",0.0,P522486,27,2,,penalties for litigation: penalty
597,P522486.27.3,%akk-x-neoass:{d}UTU=,{d}UTU,"['𒀭', '𒌓']",𒀭𒌓,{d}UTU,"['complete', 'complete']",0.0,P522486,27,3,,penalties for litigation: penalty
598,P522486.28.1,%akk-x-neoass:lu=,lu,['𒇻'],𒇻,lu,['complete'],0.0,P522486,28,1,,penalties for litigation: penalty
599,P522486.28.2,%akk-x-neoass:EN-de-ni-šu₂=,EN-⸢de-ni⸣-šu₂,"['𒂗', '𒁲', '𒉌', '𒋙']",𒂗𒁲𒉌𒋙,EN-⸢de-ni⸣-šu₂,"['complete', 'damaged', 'damaged', 'complete']",0.25,P522486,28,2,,penalties for litigation: penalty
600,P522486.30.1,%akk-x-neoass:{ITI}NE=,{iti}NE,"['𒌗', '𒉈']",𒌗𒉈,{ITI}NE,"['complete', 'complete']",0.0,P522486,30,1,,date
601,P522486.30.2,%akk-x-neoass:UD-x-KAM₂=,[UD-x]-⸢KAM₂⸣,"['𒌓', 'X', '𒆚']",𒌓X𒆚,[UD-x]-⸢KAM₂⸣,"['missing', 'missing', 'damaged']",0.83,P522486,30,2,,date
602,P522486.31.1,%akk-x-neoass:lim-mu=,lim-mu,"['𒅆', '𒈬']",𒅆𒈬,lim-mu,"['complete', 'complete']",0.0,P522486,31,1,,date
603,P522486.31.2,%akk-x-neoass:{m}mu-DI-aš-šur=,{m}mu-⸢DI⸣-[aš-šur],"['𒁹', '𒈬', '𒁲', '𒀸', '𒋩']",𒁹𒈬𒁲𒀸𒋩,{m}mu-⸢DI⸣-[aš-šur],"['complete', 'complete', 'damaged', 'missing', 'missing']",0.5,P522486,31,2,,date
604,P522486.32.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522486,32,1,,witness
605,P522486.32.2,%akk-x-neoass:{m}KASKAL-la-x=,{m}KASKAL-la-[x,"['𒁹', '𒆜', '𒆷', 'X']",𒁹𒆜𒆷X,{m}KASKAL-la-[x],"['complete', 'complete', 'complete', 'missing']",0.25,P522486,32,2,,witness
606,P522486.32.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522486,32,3,,witness
607,P522486.32.4,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,P522486,32,4,,witness
608,P522486.33.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522486,33,1,,witness
609,P522486.33.2,%akk-x-neoass:{m}zi-x=,{m}zi-[x,"['𒁹', '𒍣', 'X']",𒁹𒍣X,{m}zi-[x],"['complete', 'complete', 'missing']",0.33,P522486,33,2,,witness
610,P522486.33.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522486,33,3,,witness
611,P522486.33.4,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,P522486,33,4,,witness
612,P522486.34.1,%akk-x-neoass:IGI=,[IGI,['𒅆'],𒅆,[IGI],['missing'],1.0,P522486,34,1,,witness
613,P522486.34.2,%akk-x-neoass:{m}x-x+x=,{m]}⸢x⸣-x+[x,"['𒁹', 'X', 'X', 'X']",𒁹XXX,{[m]}⸢x⸣-x+[x],"['missing', 'damaged', 'complete', 'missing']",0.62,P522486,34,2,,witness
614,P522486.34.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522486,34,3,,witness
615,P522486.34.4,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,P522486,34,4,,witness
